Tenure_Length,Random-Agent,Fixed-Agent,Crowd-Agent
550,1.1627077864419193,0.04954599458737841,0.45830044993324764
560,1.2269612409362027,0.043899507216151885,0.44173879136252964
570,1.0171010590386316,0.03279911585155998,0.4468879534775079
580,1.1340767236445506,0.04762044001345075,0.43402629612259025
590,1.1861067812497768,0.041965229897566944,0.4467266408450701
600,1.1440792050392992,0.04172672335457387,0.4172672335457415
610,1.1704919137718066,0.044137373732219445,0.4119488215007165
620,1.1295345519015374,0.04382823235323111,0.43828232353231367
630,1.0940025493505656,0.031629872672787,0.43886448333491684
640,1.1564140134798848,0.053580291973083526,0.4404038632909588
650,1.1329912083330351,0.037551905064008684,0.41048116914795457
660,1.1641622358487937,0.04230834154015623,0.42564755731308945
670,1.1056386055015905,0.030440574514185862,0.4210946141129032
680,1.3002530827481882,0.02883599504833159,0.41373384199780433
690,1.1512417626059455,0.0396224425232376,0.394986223903525
700,1.190664100972603,0.03787358672740341,0.41172253958499766
710,1.147473799342528,0.04576352787704369,0.41307605425857663
720,1.1933175787732089,0.029647665872373715,0.4032082558642822
730,1.1202419848519267,0.05249329561157372,0.37445217536255804
740,1.1617113157722643,0.042406211867725134,0.3885325898151045
750,1.1061578222156776,0.02924142752017804,0.3722658657376503
760,1.1183463335959287,0.02204319712347891,0.36371275253740387
770,1.1307667080213797,0.05177052878371684,0.36994357026697666
780,1.0801102401323883,0.05058316429741251,0.35197451823616266
790,1.1988439941729445,0.0277536602133302,0.3279043558537894
800,1.0957031831785131,0.03302655995352037,0.31825594137028873
810,1.1259002018951165,0.02820093195038394,0.3209071566767846
820,1.256906372046441,0.032997544076706575,0.31394806221552335
830,1.1656848733085907,0.03008849005980568,0.30453199030227385
840,1.146630657903429,0.029897551799291332,0.2725953252288309
850,1.1445725780370537,0.0329713088488673,0.2891330160592963
860,1.165186580949152,0.025917663044092057,0.26970568105258513
870,1.1099710343285383,0.03245648332824273,0.25501522615047884
880,1.2600022265488424,0.024217049423998823,0.25317824397817046
890,1.192556759910516,0.01663273617209598,0.22038375428027257
900,1.165094058532611,0.018854812456703996,0.21455476243835478
910,1.1952043664572494,0.02299287455540986,0.19483435807478755
920,1.2009383741046356,0.022301549741486997,0.1778548591883596
930,1.1615648949502693,0.017754726284518407,0.16587987128678652
940,1.1232785263238476,0.01861133684504958,0.15252217512040497
950,1.127577423345551,0.012704975574135852,0.12943193866150934
960,1.221689413641623,0.010412537159518717,0.10681247795893448
970,1.2260619837937123,0.010509889118021812,0.08839086232592738
980,1.120721994455764,0.005882346796783917,0.06647051880365844
990,1.1063517376315406,0.004144113542258707,0.037185018811618634
1000,1.166913519650703,0.0,0.0
